genome,gene,n_tips,n_internal_branches,n_internal_with_alrt,n_internal_with_ufboot,n_zero_alrt,frac_zero_alrt,n_low_alrt_lt_thr,frac_low_alrt_lt_thr,n_low_ufboot_lt_thr,frac_low_ufboot_lt_thr,n_short_bl_internal,frac_short_bl_internal,mean_alrt_internal,median_alrt_internal,mean_ufboot_internal,median_ufboot_internal,mean_bl_internal,median_bl_internal
B764,2G35720,2441,2439,2438,2438,1458,0.5977859778597786,1579,0.6473964739647396,1262,0.5174251742517425,1250,0.5125051250512506,32.58728465955701,0.0,65.75348646431502,77.0,0.0035325662355619593,2.95595e-06
B764,2G35920,2572,2570,2569,2569,1221,0.4750972762645914,1427,0.5552529182879378,1071,0.41673151750972764,1023,0.3980544747081712,42.2432463993772,34.1,71.33826391592059,90.0,0.002795586696379913,0.0009898595
B764,2G36840,2208,2206,2205,2205,961,0.43563009972801453,1144,0.5185856754306437,897,0.40661831368993656,785,0.3558476881233001,44.88784580498868,56.3,74.80952380952381,90.0,0.004472191209523805,0.0018282987
B764,2G37230,2485,2483,2482,2482,731,0.29440193314538865,1016,0.4091824405960532,839,0.337897704389851,582,0.23439387837293596,58.040209508460904,78.4,77.35495568090249,95.0,0.00462622679282836,0.00183081785
B764,2G37310,2463,2461,2460,2460,781,0.31735067045916293,1053,0.4278748476229175,891,0.3620479479886225,637,0.25883787078423404,56.265121951219555,77.1,75.4939024390244,94.0,0.004806644781097571,0.0017487328
B764,2G37320,2395,2393,2392,2392,734,0.3067279565399081,988,0.41287087338069367,899,0.3756790639364814,566,0.2365231926452152,57.130894648829376,77.8,75.25585284280936,93.0,0.006147874907901347,0.00261547445
B764,2G37370,1799,1797,1796,1796,1062,0.5909849749582637,1161,0.6460767946577629,933,0.5191986644407346,917,0.5102949360044519,32.9860801781737,0.0,63.01336302895323,76.0,0.004668262545100223,2.9524e-06
B764,2G38000,2402,2400,2399,2399,1121,0.46708333333333335,1317,0.54875,1107,0.46125,936,0.39,42.55031263026253,41.9,70.34264276781992,85.0,0.0037876804744476854,0.0014553931
B764,2G38280,1955,1953,1952,1952,1695,0.8678955453149002,1723,0.8822324628776241,1635,0.837173579109063,1610,0.8243727598566308,10.431301229508207,0.0,35.26127049180328,21.0,0.001489723919672145,2.173e-06
B764,2G38500,2523,2521,2520,2520,1196,0.47441491471638236,1399,0.5549385164617215,1213,0.48115827052756843,1004,0.3982546608488695,42.24238095238102,36.9,67.10873015873015,81.0,0.0041566840739682585,0.00130244875
B764,2G38510,2432,2430,2429,2429,837,0.34444444444444444,1139,0.46872427983539094,936,0.3851851851851852,643,0.2646090534979424,52.22848909016062,73.9,76.28489090160559,91.0,0.004530534148167967,0.0017488922
B764,2G38770,2892,2890,2889,2889,964,0.33356401384083045,1257,0.43494809688581315,1102,0.3813148788927336,786,0.27197231833910035,54.35032883350642,76.3,75.62962962962963,92.0,0.0020617525516095536,0.0006955233
B764,2G39260,2958,2956,2955,2955,1221,0.41305818673883626,1481,0.5010148849797023,1154,0.39039242219215153,991,0.33525033829499323,48.34906937394257,69.3,74.92419627749577,90.0,0.0024133124744500924,0.0007859829
B764,2G39450,1851,1849,1848,1848,1308,0.7074094104921579,1368,0.7398593834505138,1156,0.6252028123309897,1206,0.6522444564629529,23.430898268398273,0.0,52.16125541125541,49.0,0.003034271768831185,2.5428e-06
B764,2G39620,2331,2329,2328,2328,566,0.2430227565478746,859,0.3688278231000429,745,0.31987977672820955,445,0.1910691283812795,62.46632302405494,81.5,79.06743986254295,96.0,0.005397449320017163,0.0024094147999999998
B764,2G39730,2311,2309,2308,2308,1310,0.5673451710697271,1469,0.6362061498484193,1238,0.5361628410567345,1109,0.48029449978345606,34.21789428076257,0.0,62.683275563258235,73.0,0.004148720216247829,0.0007900474
B764,2G39830,2786,2784,2783,2783,1665,0.5980603448275862,1821,0.6540948275862069,1488,0.5344827586206896,1434,0.5150862068965517,31.970750988142285,0.0,64.43442328422566,74.0,0.002911777989328057,2.9674e-06
B764,2G39970,1641,1639,1638,1638,1254,0.7651006711409396,1295,0.7901159243441123,1068,0.6516168395363027,1157,0.7059182428309945,18.83333333333332,0.0,51.03846153846154,44.0,0.003151378999206302,2.36765e-06
B764,2G40070,2480,2478,2477,2477,1136,0.45843422114608556,1348,0.5439870863599677,1074,0.43341404358353514,938,0.3785310734463277,43.927250706499755,45.0,70.36939846588615,88.0,0.0031803710457811835,0.0008391149
B764,2G40190,2315,2313,2312,2312,1271,0.5495028102031994,1431,0.6186770428015564,1116,0.48249027237354086,1027,0.4440121054907047,35.621150519031104,0.0,67.98399653979239,81.0,0.0038697754518166086,0.0016624895
B764,2G40730,1769,1767,1766,1766,1327,0.7509903791737408,1373,0.7770232031692134,1143,0.6468590831918506,1192,0.6745897000565931,20.01092865232164,0.0,51.49263873159683,49.0,0.00260819558227632,2.6401499999999996e-06
B764,2G40760,2591,2589,2588,2588,1229,0.4747006566241792,1443,0.5573580533024334,1245,0.48088064889918886,989,0.38200077249903436,41.90641421947443,32.099999999999994,67.1224884080371,82.0,0.0034066649796367747,0.0012703719
B764,2G40770,2947,2945,2944,2944,845,0.2869269949066214,1155,0.3921901528013582,882,0.299490662139219,675,0.22920203735144312,59.27921195652163,78.8,79.65523097826087,96.0,0.0036986659404891313,0.0013204944500000001
B764,2G40840,2802,2800,2799,2799,1499,0.5353571428571429,1725,0.6160714285714286,1396,0.49857142857142855,1237,0.4417857142857143,36.601679171132574,0.0,66.49446230796713,80.0,0.0027342999916398704,0.0010065187
B764,2G40860,2677,2675,2674,2674,1172,0.4381308411214953,1384,0.5173831775700934,1081,0.4041121495327103,948,0.35439252336448596,45.48384442782345,55.599999999999994,73.96409872849664,90.0,0.0033341159943156297,0.00110018675
B764,2G40890,1841,1839,1838,1838,1062,0.5774877650897227,1173,0.6378466557911908,939,0.5106035889070146,925,0.5029907558455683,33.300598476605,0.0,65.18552774755169,78.0,0.003959318719804142,2.9807e-06
B764,2G41190,2189,2187,2186,2186,1185,0.541838134430727,1313,0.6003657978966621,1103,0.5043438500228624,1039,0.4750800182898948,36.92731015553523,0.0,66.08828911253431,79.0,0.0033707199633577324,0.00151005275
B764,2G41670,1753,1751,1750,1750,1239,0.7075956596230726,1287,0.7350085665334095,1066,0.6087949743003997,1131,0.6459166190748143,23.42977142857144,0.0,56.33942857142857,58.5,0.002967049664342846,2.4526e-06
B764,2G41700,2908,2906,2905,2905,1129,0.3885065381968341,1353,0.46558843771507225,942,0.32415691672401925,916,0.3152099105299381,51.22802065404472,74.7,78.86850258175559,96.0,0.002846619376592083,0.0008961476
B764,2G42490,2662,2660,2659,2659,1353,0.5086466165413533,1560,0.5864661654135338,1330,0.5,1087,0.40864661654135337,39.31718691237308,0.0,67.69048514479128,79.0,0.0021695159674313697,0.0006609218
B764,2G42700,2244,2242,2241,2241,1437,0.6409455842997324,1516,0.6761819803746655,1212,0.5405887600356825,1259,0.5615521855486173,29.44761267291386,0.0,60.9277108433735,72.0,0.0028859851580990714,2.7468e-06
B764,2G42750,950,948,947,947,577,0.6086497890295358,623,0.6571729957805907,521,0.54957805907173,506,0.5337552742616034,31.319429778247077,0.0,60.615628299894404,72.0,0.005743892260823633,2.9328e-06
B764,2G42850,2478,2476,2475,2475,827,0.3340064620355412,1120,0.45234248788368336,966,0.3901453957996769,645,0.2605008077544427,53.35511111111096,74.7,74.29777777777778,92.0,0.003513088375838375,0.0015764284
B764,2G43235,1747,1745,1744,1744,1349,0.7730659025787966,1398,0.8011461318051576,1116,0.639541547277937,1269,0.7272206303724928,17.918291284403683,0.0,54.67087155963303,52.0,0.002896082943635289,2.5261999999999996e-06
B764,2G43420,1721,1719,1718,1718,1341,0.7801047120418848,1368,0.7958115183246073,1150,0.6689936009307738,1222,0.7108784176847004,17.885739231664722,0.0,46.86263096623981,37.0,0.0025063378770081757,2.2599500000000003e-06
B764,2G43890,2381,2379,2378,2378,970,0.4077343421605717,1190,0.5002101723413199,1006,0.4228667507356032,791,0.3324926439680538,47.51017661900759,69.19999999999999,72.21488645920942,88.0,0.004414298722960463,0.0017704668
B764,2G45500,2692,2690,2689,2689,1244,0.462453531598513,1478,0.5494423791821561,1321,0.4910780669144981,1046,0.38884758364312266,42.815991074748986,42.3,68.13425065079956,81.0,0.005998846595351435,0.0020632763
B764,2G46060,2626,2624,2623,2623,1233,0.46989329268292684,1444,0.5503048780487805,1213,0.46227134146341464,1012,0.3856707317073171,42.71296225695769,39.0,65.9668318719024,86.0,0.003437276645749125,0.0010211792
B764,2G46370,1802,1800,1799,1799,975,0.5416666666666666,1078,0.5988888888888889,935,0.5194444444444445,806,0.4477777777777778,36.87009449694277,0.0,64.27959977765425,76.0,0.003963582359088391,0.0018081562
B764,2G46890,2519,2517,2516,2516,1095,0.43504171632896305,1342,0.5331744139849026,1067,0.4239173619388161,904,0.3591577274533174,44.888751987281374,53.3,70.98847376788554,89.0,0.003698543413036571,0.0015172195
B764,2G47020,2547,2545,2544,2544,1749,0.687229862475442,1861,0.731237721021611,1561,0.6133595284872299,1552,0.6098231827111984,24.928655660377384,0.0,55.57979559748428,60.0,0.0030602530204795622,2.588e-06
B764,2G47600,2651,2649,2648,2648,1452,0.5481313703284258,1637,0.6179690449226123,1344,0.507361268403171,1206,0.4552661381653454,36.074735649546845,0.0,65.58157099697885,78.5,0.003973933941691842,0.00161730345
B764,2G47790,1831,1829,1828,1828,1073,0.5866593767085839,1168,0.6386003280481137,901,0.4926189174412247,967,0.5287042099507928,33.08293216630196,0.0,64.6351203501094,80.5,0.003954071406509871,2.8217499999999997e-06
B764,3G01060,2600,2598,2597,2597,1105,0.4253271747498075,1338,0.5150115473441108,1079,0.4153194765204003,872,0.33564280215550424,45.93969965344625,64.8,75.35078937235271,89.0,0.0046644485993068965,0.0017836113
B764,3G01100,2669,2667,2666,2666,1300,0.4874390701162355,1482,0.5556805399325084,1202,0.4506936632920885,1089,0.40832395950506184,41.60315078769693,25.5,70.27756939234808,86.0,0.0029512850569392347,0.0009738233500000001
B764,3G01150,2223,2221,2220,2220,1570,0.7068887888338586,1671,0.7523638000900496,1440,0.6483565961278703,1317,0.5929761368752814,23.093468468468455,0.0,51.43738738738739,44.0,0.0026843974710810885,2.6413e-06
B764,3G01460,2939,2937,2936,2936,607,0.20667347633639768,919,0.3129043241402792,1054,0.35886959482465103,475,0.16172965611167858,67.28463896457752,86.4,80.24284741144415,90.0,0.0033223219488760216,0.00105509855
B764,3G01670,2582,2580,2579,2579,1262,0.48914728682170544,1458,0.5651162790697675,1183,0.45852713178294574,1037,0.40193798449612406,40.890267545560356,16.7,68.76231097324545,86.0,0.003158730837766578,0.0010913562
B764,3G02130,2683,2681,2680,2680,667,0.24878776575904513,994,0.370757180156658,893,0.3330846698992913,522,0.1947034688549049,62.486492537313396,82.4,78.175,96.0,0.004435854519589556,0.0018160208
B764,3G02260,2905,2903,2902,2902,553,0.190492593868412,815,0.28074405787116774,847,0.29176713744402344,449,0.15466758525663107,70.32767057201929,88.8,83.60613370089594,95.0,0.0020077260251550647,0.0005405768499999999
B764,3G02570,2671,2669,2668,2668,1285,0.4814537279880105,1530,0.5732484076433121,1372,0.514050206069689,1033,0.38703634319970026,40.64362818590705,28.15,64.4887556221889,78.0,0.003812495821439276,0.0010964786500000001
B764,3G02660,2319,2317,2316,2316,1007,0.4346137246439361,1209,0.5217954251186879,986,0.4255502805351748,812,0.3504531722054381,46.31705526770293,59.849999999999994,70.76986183074266,89.0,0.004300358950561316,0.0012897138
B764,3G03210,2278,2276,2275,2275,990,0.4349736379613357,1211,0.5320738137082601,1042,0.45782073813708263,816,0.3585237258347979,45.0661978021977,52.4,69.79956043956044,85.0,0.004292780216043949,0.0013516011
B764,3G03380,2647,2645,2644,2644,1335,0.504725897920605,1528,0.5776937618147449,1229,0.4646502835538752,1072,0.4052930056710775,40.10839636913766,0.0,67.18003025718608,84.0,0.0033295135425869906,0.00083913625
B764,3G03710,2786,2784,2783,2783,1561,0.5607040229885057,1750,0.6285919540229885,1617,0.5808189655172413,1345,0.48311781609195403,35.00736615163493,0.0,59.54257994969458,65.0,0.003990621921272015,0.0009073585
B764,3G04340,2921,2919,2918,2918,728,0.24940047961630696,1022,0.3501199040767386,932,0.31928742720109626,589,0.20178143199725934,62.5562028786839,81.55,81.25325565455792,95.0,0.003553784804660719,0.0013246367
B764,3G04480,2618,2616,2615,2615,1290,0.49311926605504586,1499,0.5730122324159022,1255,0.4797400611620795,1021,0.3902905198776758,40.16569789674953,12.2,69.36099426386234,82.0,0.004652591774913951,0.0013273831
B764,3G04740,2929,2927,2926,2926,870,0.29723266142808336,1211,0.41373419883840107,1018,0.3477963785445849,677,0.23129484113426715,57.65669856459325,77.9,79.04032809295967,93.0,0.0030771706983595366,0.00101166545
B764,3G05350,2750,2748,2747,2747,1944,0.7074235807860262,2035,0.7405385735080058,1568,0.5705967976710334,1682,0.6120815138282387,23.58958864215506,0.0,58.937022206042954,65.0,0.0022303893941026543,2.7175e-06
B764,3G06483,1979,1977,1976,1976,1293,0.65402124430956,1381,0.6985331310065757,1108,0.5604451188669701,1162,0.5877592311583207,27.487601214574862,0.0,62.46052631578947,70.0,0.0029245869220141806,2.6000499999999998e-06
B764,3G06530,2867,2865,2864,2864,1101,0.3842931937172775,1379,0.481326352530541,1071,0.3738219895287958,873,0.30471204188481676,50.159182960893915,73.2,76.2070530726257,92.0,0.0031497104472416153,0.0010289817
B764,3G06810,2866,2864,2863,2863,1403,0.4898743016759777,1640,0.5726256983240223,1296,0.45251396648044695,1172,0.4092178770949721,40.709465595529245,22.8,69.41774362556758,85.0,0.0030279997804400984,0.0010387901
B764,3G06860,2793,2791,2790,2790,2148,0.7696166248656395,2242,0.8032963095664636,1777,0.6366893586528126,1821,0.652454317448943,18.068422939068103,0.0,57.004659498207886,57.0,0.0055380448423655694,2.5977e-06
B764,3G06880,2315,2313,2312,2312,1298,0.5611759619541721,1428,0.6173800259403373,1058,0.4574146130566364,1111,0.4803285776048422,35.394377162629674,0.0,69.94290657439447,85.0,0.0034904660792820087,0.0008052822999999999
B764,3G06920,2630,2628,2627,2627,939,0.3573059360730594,1194,0.454337899543379,913,0.3474124809741248,754,0.286910197869102,53.162999619337704,75.6,77.26950894556528,96.0,0.003470732702778829,0.0011632507
B764,3G07080,2494,2492,2491,2491,763,0.3061797752808989,1062,0.4261637239165329,1101,0.44181380417335475,609,0.2443820224719101,55.38819751103972,76.2,73.16499397832196,86.0,0.0050663467420313125,0.0023196448
B764,3G07140,2353,2351,2350,2350,935,0.3977031050616759,1172,0.4985112717992344,1001,0.4257762654189706,774,0.3292216078264568,48.56910638297869,70.44999999999999,71.27744680851063,88.0,0.0036364915616595764,0.0014331936
B764,3G07420,2655,2653,2652,2652,770,0.29023746701846964,1095,0.41274029400678475,961,0.3622314361100641,609,0.22955145118733508,56.96666666666663,77.3,77.14781297134239,91.0,0.006622287957428352,0.00251296495
B764,3G08650,2546,2544,2543,2543,1156,0.45440251572327045,1365,0.5365566037735849,1324,0.5204402515723271,951,0.3738207547169811,44.62674007078251,45.4,66.45182854895792,77.0,0.003908192895320492,0.0009441451
B764,3G08670,2190,2188,2187,2187,990,0.4524680073126143,1210,0.553016453382084,923,0.4218464351005484,792,0.3619744058500914,43.613854595336086,41.7,72.99908550525835,89.0,0.004717104231229993,0.0015293234
B764,3G08760,2568,2566,2565,2565,798,0.31098986749805146,1123,0.43764614185502726,1051,0.40958690568978956,608,0.23694466095089634,54.801130604288566,76.2,74.92319688109161,89.0,0.007220126313684221,0.0022172641
B764,3G08950,1914,1912,1911,1911,1504,0.7866108786610879,1547,0.8091004184100419,1293,0.676255230125523,1403,0.733786610878661,17.068131868131875,0.0,49.132391418105705,40.0,0.002042170865253808,2.1536e-06
B764,3G08960,2902,2900,2899,2899,1854,0.6393103448275862,1967,0.6782758620689655,1467,0.5058620689655172,1614,0.5565517241379311,29.557571576405596,0.0,65.67437047257675,79.0,0.0021273816682649237,2.7061e-06
B764,3G09090,2918,2916,2915,2915,1301,0.446159122085048,1526,0.5233196159122085,1213,0.4159807956104252,1074,0.3683127572016461,44.84387650085763,49.2,73.41406518010291,88.0,0.0026346337679931404,0.00086672
B764,3G09650,2723,2721,2720,2720,668,0.24549797868430723,1033,0.37963983829474457,927,0.340683572216097,530,0.19478133039323778,61.49863970588243,79.65,80.53088235294118,95.0,0.004356116925808833,0.0019060605
B764,3G10030,2618,2616,2615,2615,1266,0.48394495412844035,1506,0.5756880733944955,1185,0.45298165137614677,1051,0.40175840978593275,40.5708986615679,22.3,69.00688336520076,85.0,0.003410878247112806,0.0011262592
B764,3G10230,2507,2505,2504,2504,1103,0.4403193612774451,1318,0.5261477045908184,1088,0.4343313373253493,885,0.3532934131736527,45.45906549520766,59.650000000000006,68.47723642172524,86.0,0.003469621534185302,0.0011704402
B764,3G10380,2859,2857,2856,2856,1985,0.6947847392369618,2071,0.7248862443122156,1745,0.6107805390269514,1729,0.6051802590129507,25.034733893557437,0.0,54.1656162464986,58.0,0.0019503623654061645,2.5894500000000003e-06
B764,3G10700,1976,1974,1973,1973,1421,0.7198581560283688,1471,0.7451874366767984,1222,0.6190476190476191,1303,0.660081053698075,22.53471870248351,0.0,53.139381652306135,52.0,0.0027717705824632467,2.6044e-06
B764,3G11220,1979,1977,1976,1976,1472,0.7445624683864441,1521,0.7693474962063733,1255,0.6348002023267577,1346,0.6808295397066262,20.75030364372471,0.0,52.556174089068826,51.0,0.0027550244930668153,2.378e-06
B764,3G11460,2375,2373,2372,2372,746,0.314369995785925,1044,0.43994943109987356,846,0.35651074589127685,607,0.2557943531394859,55.58929173693092,76.4,76.15050590219224,95.0,0.004871835897006751,0.0019227153
B764,3G11540,2798,2796,2795,2795,1443,0.5160944206008584,1624,0.580829756795422,1200,0.4291845493562232,1220,0.4363376251788269,39.39341681574236,0.0,71.14597495527728,88.0,0.002344048014454384,0.0008597407
B764,3G11960,2812,2810,2809,2809,1397,0.497153024911032,1559,0.5548042704626335,1197,0.42597864768683275,1188,0.42277580071174375,42.14784620861513,8.9,72.39551441794232,90.0,0.001985073694410818,0.0003978298
B764,3G11964,2376,2374,2373,2373,1456,0.6133108677337826,1559,0.6566975568660489,1257,0.529486099410278,1233,0.5193765796124684,31.485924989464827,0.0,61.79519595448799,72.0,0.004272342246017691,2.9259e-06
B764,3G12080,2936,2934,2933,2933,1759,0.5995228357191548,1910,0.6509884117246081,1584,0.5398773006134969,1543,0.5259032038173143,32.243129901125094,0.0,60.683600409137405,73.0,0.0024194450210705816,2.8669e-06
B764,3G12280,2264,2262,2261,2261,1445,0.638815207780725,1538,0.6799292661361627,1346,0.5950486295313882,1249,0.5521662245800176,29.848960636886332,0.0,58.20079610791685,63.0,0.0026479285842105327,2.8455e-06
B764,3G12590,2881,2879,2878,2878,1090,0.37860368183397014,1314,0.45640847516498784,939,0.3261549149010073,879,0.3053143452587704,51.832731063238406,74.7,78.77275886031967,95.0,0.00218144755420431,0.0006829793499999999
B764,3G12610,2381,2379,2378,2378,952,0.4001681378730559,1208,0.5077763766288357,952,0.4001681378730559,732,0.3076923076923077,47.188057190916886,66.6,74.45542472666106,89.0,0.004693940876534904,0.0018218458000000002
B764,3G12810,2916,2914,2913,2913,1084,0.37199725463280714,1300,0.4461221688400824,963,0.3304735758407687,830,0.2848318462594372,53.47277720562988,76.1,76.347751458977,96.0,0.0024606046890147614,0.0006352981
B764,3G13490,1815,1813,1812,1812,1324,0.7302813017098732,1361,0.7506894649751793,1117,0.6161059018201875,1207,0.6657473800330943,21.930518763796904,0.0,51.439293598233995,53.0,0.0028792142937637865,2.27295e-06
B764,3G14120,2795,2793,2792,2792,1833,0.6562835660580022,1922,0.6881489437880415,1551,0.5553168635875403,1578,0.564983888292159,28.26350286532954,0.0,60.92729226361031,70.0,0.00306155546952005,2.69905e-06
B764,3G14470,2554,2552,2551,2551,744,0.29153605015673983,1030,0.4036050156739812,876,0.3432601880877743,577,0.22609717868338558,58.74057232457859,78.8,75.72206977655821,94.0,0.003938088169227754,0.0013186724
B764,3G14910,2754,2752,2751,2751,1545,0.5614098837209303,1736,0.6308139534883721,1412,0.5130813953488372,1236,0.4491279069767442,34.66517629952744,0.0,66.12250090876046,77.0,0.0036784992045438055,0.0013816996
B764,3G15380,2838,2836,2835,2835,1404,0.49506346967559944,1643,0.5793370944992948,1469,0.5179830747531735,1172,0.4132581100141044,39.91940035273364,9.3,65.11111111111111,77.0,0.0026015017995061718,0.0008741511
B764,3G15550,2751,2749,2748,2748,1105,0.401964350672972,1356,0.4932702801018552,1176,0.42779192433612223,926,0.33684976355038193,48.79013828238705,72.05,71.17940320232897,88.0,0.00559006330050946,0.001882255
B764,3G16150,2646,2644,2643,2643,1366,0.516641452344932,1572,0.594553706505295,1232,0.4659606656580938,1134,0.4288956127080182,38.062542565266746,0.0,69.21642073401438,84.0,0.0031079170799470177,0.0013854277
B764,3G16270,2807,2805,2804,2804,1129,0.40249554367201423,1402,0.4998217468805704,1123,0.40035650623885916,880,0.3137254901960784,47.99575606276747,69.95,73.5228245363766,90.0,0.002845908132738948,0.0010639684
B764,3G16290,2651,2649,2648,2648,956,0.36089090222725556,1197,0.45186862967157415,935,0.35296338240845604,729,0.27519818799546997,52.235800604229624,75.2,76.68013595166163,94.0,0.004827044548867073,0.0017040433
B764,3G16910,2411,2409,2408,2408,838,0.34786218347862186,1093,0.45371523453715235,891,0.3698630136986301,690,0.286425902864259,52.85822259136214,75.2,74.16611295681064,93.0,0.003936455148048171,0.00167611925
B764,3G17640,1957,1955,1954,1954,622,0.31815856777493606,846,0.4327365728900256,783,0.40051150895140664,478,0.2445012787723785,55.10639713408393,76.2,74.23490276356192,90.0,0.0049749255504094115,0.00219664385
B764,3G17810,2595,2593,2592,2592,1219,0.4701118395680679,1431,0.5518704203625144,1207,0.4654839953721558,1006,0.3879676050906286,42.08560956790118,35.55,71.70061728395062,83.0,0.004429767054899686,0.0016293898
B764,3G17830,1958,1956,1955,1955,1447,0.7397750511247444,1487,0.7602249488752556,1220,0.623721881390593,1328,0.6789366053169734,21.336265984654737,0.0,52.491048593350385,53.0,0.0028012613745268563,2.2702e-06
B764,3G17880,1719,1717,1716,1716,1098,0.6394874781595806,1175,0.6843331391962726,938,0.5463016889924287,950,0.553290623179965,28.684906759906777,0.0,61.502331002331005,71.0,0.003018851980536126,2.74725e-06
B764,3G17900,2824,2822,2821,2821,1401,0.49645641389085754,1601,0.5673281360737066,1183,0.4192062367115521,1152,0.40822111977321046,41.22821694434598,9.7,72.13895781637717,88.0,0.002647083118752223,0.0007113896
B764,3G18290,2912,2910,2909,2909,964,0.33127147766323023,1247,0.4285223367697594,967,0.33230240549828177,779,0.2676975945017182,54.2924028875903,76.1,80.32210381574424,94.0,0.0024711956642832563,0.0009290272
B764,3G18524,2628,2626,2625,2625,1137,0.432977913175933,1369,0.5213252094440213,1149,0.4375476009139376,907,0.3453922315308454,45.89798095238091,54.9,70.37714285714286,89.0,0.0030399843403047587,0.0009186111
B764,3G18730,2908,2906,2905,2905,1007,0.3465244322092223,1283,0.44150034411562283,907,0.31211286992429454,804,0.276668960770819,53.680137693631586,75.7,80.02134251290877,96.0,0.0031182281802065383,0.0011427367
B764,3G19180,2874,2872,2871,2871,1556,0.541782729805014,1729,0.6020194986072424,1402,0.4881615598885794,1310,0.4561281337047354,37.87749912922318,0.0,64.78230581678858,81.0,0.0028831075956461272,0.0008759665
B764,3G19210,2782,2780,2779,2779,1345,0.48381294964028776,1534,0.5517985611510792,1182,0.4251798561151079,1114,0.40071942446043163,42.32731198272767,29.4,76.4713925872616,88.0,0.004668848219395464,0.0013061995
B764,3G19553,2520,2518,2517,2517,906,0.3598093725178713,1183,0.4698173153296267,1008,0.40031771247021447,735,0.29189833200953136,51.54680174811293,74.2,73.01231624950337,91.0,0.0039490780406038995,0.0015109061
B764,3G19630,1839,1837,1836,1836,1275,0.6940664126292869,1335,0.7267283614589004,1197,0.6516058791507894,1157,0.6298312465977136,24.335294117647038,0.0,52.57570806100218,54.0,0.003103529967647058,2.8151999999999997e-06
B764,3G19810,2431,2429,2428,2428,839,0.3454096335940716,1059,0.43598188554960887,803,0.33058871963771097,681,0.2803622890078222,53.91750411861613,75.7,79.6017298187809,94.0,0.004999075519522238,0.0024123493
B764,3G19970,2856,2854,2853,2853,1249,0.43763139453398736,1510,0.5290819901892081,1382,0.48423265592151365,1035,0.3626489138051857,44.887942516649154,52.6,68.06414300736067,82.0,0.003726477252646327,0.001393877
B764,3G19990,1800,1798,1797,1797,1108,0.6162402669632926,1191,0.6624026696329255,913,0.5077864293659622,995,0.553392658509455,30.749026154702253,0.0,63.27212020033389,78.0,0.0032702985983862143,2.7537e-06
B764,3G20050,1800,1798,1797,1797,1508,0.8387096774193549,1528,0.8498331479421579,1310,0.728587319243604,1406,0.7819799777530589,13.189816360601,0.0,45.593767390094605,34.0,0.0017152751298274802,2.1657e-06
B764,3G20240,2151,2149,2148,2148,1229,0.5718939041414611,1361,0.6333178222429037,1101,0.5123313168915775,1032,0.48022335970218705,34.08147113594041,0.0,64.87849162011173,78.0,0.003191107611638723,0.0003701798
B764,3G20260,2540,2538,2537,2537,828,0.3262411347517731,1084,0.42710795902285265,1000,0.39401103230890466,666,0.2624113475177305,54.74347654710303,76.0,73.42136381553016,90.0,0.005091641013441066,0.0017839472
B764,3G20630,2730,2728,2727,2727,1876,0.6876832844574781,1977,0.7247067448680352,1683,0.6169354838709677,1571,0.5758797653958945,25.151851851851877,0.0,58.863586358635864,65.0,0.0023618339431609927,2.8021e-06
B764,3G20920,1105,1103,1102,1102,825,0.7479601087941976,854,0.7742520398912058,750,0.6799637352674524,751,0.6808703535811423,20.146098003629763,0.0,48.55535390199637,44.0,0.00300674362395642,2.40935e-06
B764,3G21420,2484,2482,2481,2481,1473,0.5934730056406124,1581,0.636986301369863,1205,0.4854955680902498,1285,0.5177276390008058,33.163683998387675,0.0,66.97218863361547,82.0,0.002361244407255144,2.8975e-06
B764,3G21720,2048,2046,2045,2045,1393,0.6808406647116324,1465,0.7160312805474096,1152,0.5630498533724341,1240,0.6060606060606061,25.415158924205368,0.0,61.515892420537895,70.0,0.0025360588671882495,2.5675e-06
B764,3G22170,2494,2492,2491,2491,945,0.3792134831460674,1178,0.4727126805778491,926,0.37158908507223115,772,0.3097913322632424,51.4724207145725,74.9,76.60497792051385,94.0,0.0037199140872741818,0.0010309684
B764,3G22980,2742,2740,2739,2739,841,0.30693430656934306,1144,0.41751824817518246,955,0.34854014598540145,655,0.23905109489051096,57.300146038700184,78.2,77.93866374589267,95.0,0.003824967467469889,0.0014015529
B764,3G23020,2492,2490,2489,2489,619,0.24859437751004015,932,0.3742971887550201,870,0.3493975903614458,509,0.20441767068273092,61.89120128565699,81.2,78.30293290478103,94.0,0.004827327917838494,0.0020913675
B764,3G23430,2600,2598,2597,2597,1483,0.5708237105465743,1669,0.6424172440338722,1376,0.5296381832178599,1243,0.47844495765973827,33.71775125144397,0.0,65.19137466307278,76.0,0.004083260976472848,0.0005429741
B764,3G24170,1798,1796,1795,1795,1437,0.8001113585746102,1468,0.8173719376391982,1240,0.6904231625835189,1337,0.7444320712694877,16.023454038997215,0.0,46.4,33.0,0.0021507357520891297,2.1767e-06
B764,3G25430,2501,2499,2498,2498,1083,0.43337334933973587,1295,0.5182072829131653,994,0.39775910364145656,868,0.3473389355742297,46.001561248999195,57.1,75.80904723779024,89.0,0.0045438907766213,0.0015945627000000001
B764,3G25660,1761,1759,1758,1758,1132,0.6435474701534963,1222,0.694712905059693,993,0.564525298465037,1005,0.5713473564525299,28.131797497155873,0.0,62.551763367463025,69.0,0.0033973751951649703,2.6872e-06
